microsecond	duration	track	channel	instrument	pitch	velocity	bar	beat	bar_diff	beat_diff
10582940	132286	0x0D	0x09	0x00	0x23	0x50	5.0000	0.0625	20.0000	0.2500
10847513	132287	0x0D	0x09	0x00	0x23	0x52	5.1250	0.0625	20.5000	0.2500
10979800	132287	0x0D	0x09	0x00	0x23	0x4B	5.1875	0.0625	20.7500	0.2500
11112087	132286	0x0D	0x09	0x00	0x23	0x4F	5.2500	0.0625	21.0000	0.2500
11376660	132287	0x0D	0x09	0x00	0x23	0x4C	5.3750	0.0625	21.5000	0.2500
11508947	132287	0x0D	0x09	0x00	0x23	0x47	5.4375	0.0625	21.7500	0.2500
11641234	132286	0x0D	0x09	0x00	0x23	0x4B	5.5000	0.0625	22.0000	0.2500
11773520	132287	0x0D	0x09	0x00	0x23	0x48	5.5625	0.0625	22.2500	0.2500
11905807	132287	0x0D	0x09	0x00	0x23	0x4D	5.6250	0.0625	22.5000	0.2500
12038094	132287	0x0D	0x09	0x00	0x23	0x4D	5.6875	0.0625	22.7500	0.2500
12170381	132286	0x0D	0x09	0x00	0x23	0x4D	5.7500	0.0625	23.0000	0.2500
12434954	132287	0x0D	0x09	0x00	0x23	0x4E	5.8750	0.0625	23.5000	0.2500
12567241	132287	0x0D	0x09	0x00	0x23	0x4A	5.9375	0.0625	23.7500	0.2500
12699528	132286	0x0D	0x09	0x00	0x23	0x4E	6.0000	0.0625	24.0000	0.2500
12964101	132287	0x0D	0x09	0x00	0x23	0x4B	6.1250	0.0625	24.5000	0.2500
13096388	132287	0x0D	0x09	0x00	0x23	0x4C	6.1875	0.0625	24.7500	0.2500
13228675	132286	0x0D	0x09	0x00	0x23	0x4B	6.2500	0.0625	25.0000	0.2500
13493248	132287	0x0D	0x09	0x00	0x23	0x51	6.3750	0.0625	25.5000	0.2500
13625535	132287	0x0D	0x09	0x00	0x23	0x4E	6.4375	0.0625	25.7500	0.2500
13757822	132286	0x0D	0x09	0x00	0x23	0x4E	6.5000	0.0625	26.0000	0.2500
13890108	132287	0x0D	0x09	0x00	0x23	0x4A	6.5625	0.0625	26.2500	0.2500
14022395	132287	0x0D	0x09	0x00	0x23	0x4D	6.6250	0.0625	26.5000	0.2500
14154682	132287	0x0D	0x09	0x00	0x23	0x4D	6.6875	0.0625	26.7500	0.2500
14286969	132286	0x0D	0x09	0x00	0x23	0x4C	6.7500	0.0625	27.0000	0.2500
14551542	132287	0x0D	0x09	0x00	0x23	0x52	6.8750	0.0625	27.5000	0.2500
14683829	132287	0x0D	0x09	0x00	0x23	0x4C	6.9375	0.0625	27.7500	0.2500
14816116	132286	0x0D	0x09	0x00	0x23	0x4B	7.0000	0.0625	28.0000	0.2500
15080689	132287	0x0D	0x09	0x00	0x23	0x4B	7.1250	0.0625	28.5000	0.2500
15212976	132287	0x0D	0x09	0x00	0x23	0x50	7.1875	0.0625	28.7500	0.2500
15345263	132286	0x0D	0x09	0x00	0x23	0x4C	7.2500	0.0625	29.0000	0.2500
15609836	132287	0x0D	0x09	0x00	0x23	0x4A	7.3750	0.0625	29.5000	0.2500
15742123	132287	0x0D	0x09	0x00	0x23	0x4A	7.4375	0.0625	29.7500	0.2500
15874410	132286	0x0D	0x09	0x00	0x23	0x51	7.5000	0.0625	30.0000	0.2500
16006696	132287	0x0D	0x09	0x00	0x23	0x4E	7.5625	0.0625	30.2500	0.2500
16138983	132287	0x0D	0x09	0x00	0x23	0x46	7.6250	0.0625	30.5000	0.2500
16271270	132287	0x0D	0x09	0x00	0x23	0x48	7.6875	0.0625	30.7500	0.2500
16403557	132286	0x0D	0x09	0x00	0x23	0x4C	7.7500	0.0625	31.0000	0.2500
16668130	132287	0x0D	0x09	0x00	0x23	0x49	7.8750	0.0625	31.5000	0.2500
16800417	132287	0x0D	0x09	0x00	0x23	0x49	7.9375	0.0625	31.7500	0.2500
16932704	132286	0x0D	0x09	0x00	0x23	0x4D	8.0000	0.0625	32.0000	0.2500
17197277	132287	0x0D	0x09	0x00	0x23	0x4D	8.1250	0.0625	32.5000	0.2500
17329564	132287	0x0D	0x09	0x00	0x23	0x4D	8.1875	0.0625	32.7500	0.2500
17461851	132286	0x0D	0x09	0x00	0x23	0x4F	8.2500	0.0625	33.0000	0.2500
17726424	132287	0x0D	0x09	0x00	0x23	0x4B	8.3750	0.0625	33.5000	0.2500
17858711	132287	0x0D	0x09	0x00	0x23	0x4B	8.4375	0.0625	33.7500	0.2500
17990998	132286	0x0D	0x09	0x00	0x23	0x4E	8.5000	0.0625	34.0000	0.2500
18123284	132287	0x0D	0x09	0x00	0x23	0x4E	8.5625	0.0625	34.2500	0.2500
18255571	132287	0x0D	0x09	0x00	0x23	0x51	8.6250	0.0625	34.5000	0.2500
18387858	132287	0x0D	0x09	0x00	0x23	0x50	8.6875	0.0625	34.7500	0.2500
18520145	132286	0x0D	0x09	0x00	0x23	0x4A	8.7500	0.0625	35.0000	0.2500
18784718	132287	0x0D	0x09	0x00	0x23	0x48	8.8750	0.0625	35.5000	0.2500
18917005	132287	0x0D	0x09	0x00	0x23	0x49	8.9375	0.0625	35.7500	0.2500
19049292	132286	0x0D	0x09	0x00	0x23	0x4B	9.0000	0.0625	36.0000	0.2500
19313865	132287	0x0D	0x09	0x00	0x23	0x4C	9.1250	0.0625	36.5000	0.2500
19446152	132287	0x0D	0x09	0x00	0x23	0x4F	9.1875	0.0625	36.7500	0.2500
19578439	132286	0x0D	0x09	0x00	0x23	0x4D	9.2500	0.0625	37.0000	0.2500
19843012	132287	0x0D	0x09	0x00	0x23	0x49	9.3750	0.0625	37.5000	0.2500
19975299	132287	0x0D	0x09	0x00	0x23	0x4E	9.4375	0.0625	37.7500	0.2500
20107586	132286	0x0D	0x09	0x00	0x23	0x4F	9.5000	0.0625	38.0000	0.2500
20239872	132287	0x0D	0x09	0x00	0x23	0x4C	9.5625	0.0625	38.2500	0.2500
20372159	132287	0x0D	0x09	0x00	0x23	0x4B	9.6250	0.0625	38.5000	0.2500
20504446	132287	0x0D	0x09	0x00	0x23	0x4C	9.6875	0.0625	38.7500	0.2500
20636733	132286	0x0D	0x09	0x00	0x23	0x4C	9.7500	0.0625	39.0000	0.2500
20901306	132287	0x0D	0x09	0x00	0x23	0x4E	9.8750	0.0625	39.5000	0.2500
21033593	132287	0x0D	0x09	0x00	0x23	0x4D	9.9375	0.0625	39.7500	0.2500
21165880	132286	0x0D	0x09	0x00	0x23	0x4F	10.0000	0.0625	40.0000	0.2500
21430453	132287	0x0D	0x09	0x00	0x23	0x4F	10.1250	0.0625	40.5000	0.2500
21562740	132287	0x0D	0x09	0x00	0x23	0x4F	10.1875	0.0625	40.7500	0.2500
21695027	132286	0x0D	0x09	0x00	0x23	0x4C	10.2500	0.0625	41.0000	0.2500
21959600	132287	0x0D	0x09	0x00	0x23	0x48	10.3750	0.0625	41.5000	0.2500
22091887	132287	0x0D	0x09	0x00	0x23	0x50	10.4375	0.0625	41.7500	0.2500
22224174	132286	0x0D	0x09	0x00	0x23	0x4E	10.5000	0.0625	42.0000	0.2500
22356460	132287	0x0D	0x09	0x00	0x23	0x4D	10.5625	0.0625	42.2500	0.2500
22488747	132287	0x0D	0x09	0x00	0x23	0x4D	10.6250	0.0625	42.5000	0.2500
22621034	132287	0x0D	0x09	0x00	0x23	0x50	10.6875	0.0625	42.7500	0.2500
22753321	132286	0x0D	0x09	0x00	0x23	0x4C	10.7500	0.0625	43.0000	0.2500
23017894	132287	0x0D	0x09	0x00	0x23	0x4C	10.8750	0.0625	43.5000	0.2500
23150181	132287	0x0D	0x09	0x00	0x23	0x49	10.9375	0.0625	43.7500	0.2500
23282468	132286	0x0D	0x09	0x00	0x23	0x4E	11.0000	0.0625	44.0000	0.2500
23547041	132287	0x0D	0x09	0x00	0x23	0x4C	11.1250	0.0625	44.5000	0.2500
23679328	132287	0x0D	0x09	0x00	0x23	0x4F	11.1875	0.0625	44.7500	0.2500
23811615	132286	0x0D	0x09	0x00	0x23	0x49	11.2500	0.0625	45.0000	0.2500
24076188	132287	0x0D	0x09	0x00	0x23	0x4D	11.3750	0.0625	45.5000	0.2500
24208475	132287	0x0D	0x09	0x00	0x23	0x4B	11.4375	0.0625	45.7500	0.2500
24340762	132286	0x0D	0x09	0x00	0x23	0x4D	11.5000	0.0625	46.0000	0.2500
24473048	132287	0x0D	0x09	0x00	0x23	0x4E	11.5625	0.0625	46.2500	0.2500
24605335	132287	0x0D	0x09	0x00	0x23	0x4D	11.6250	0.0625	46.5000	0.2500
24737622	132287	0x0D	0x09	0x00	0x23	0x4C	11.6875	0.0625	46.7500	0.2500
24869909	132286	0x0D	0x09	0x00	0x23	0x4E	11.7500	0.0625	47.0000	0.2500
25134482	132287	0x0D	0x09	0x00	0x23	0x4C	11.8750	0.0625	47.5000	0.2500
25266769	132287	0x0D	0x09	0x00	0x23	0x4A	11.9375	0.0625	47.7500	0.2500
25399056	132286	0x0D	0x09	0x00	0x23	0x4B	12.0000	0.0625	48.0000	0.2500
25663629	132287	0x0D	0x09	0x00	0x23	0x4A	12.1250	0.0625	48.5000	0.2500
25795916	132287	0x0D	0x09	0x00	0x23	0x4C	12.1875	0.0625	48.7500	0.2500
25928203	132286	0x0D	0x09	0x00	0x23	0x4A	12.2500	0.0625	49.0000	0.2500
26192776	132287	0x0D	0x09	0x00	0x23	0x4B	12.3750	0.0625	49.5000	0.2500
26325063	132287	0x0D	0x09	0x00	0x23	0x4B	12.4375	0.0625	49.7500	0.2500
26457350	132286	0x0D	0x09	0x00	0x23	0x4B	12.5000	0.0625	50.0000	0.2500
26589636	132287	0x0D	0x09	0x00	0x23	0x4A	12.5625	0.0625	50.2500	0.2500
26721923	132287	0x0D	0x09	0x00	0x23	0x4C	12.6250	0.0625	50.5000	0.2500
26854210	132287	0x0D	0x09	0x00	0x23	0x4D	12.6875	0.0625	50.7500	0.2500
26986497	132286	0x0D	0x09	0x00	0x23	0x51	12.7500	0.0625	51.0000	0.2500
27251070	132287	0x0D	0x09	0x00	0x23	0x49	12.8750	0.0625	51.5000	0.2500
27383357	132287	0x0D	0x09	0x00	0x23	0x4F	12.9375	0.0625	51.7500	0.2500
27515644	132286	0x0D	0x09	0x00	0x23	0x4C	13.0000	0.0625	52.0000	0.2500
27780217	132287	0x0D	0x09	0x00	0x23	0x4D	13.1250	0.0625	52.5000	0.2500
27912504	132287	0x0D	0x09	0x00	0x23	0x4B	13.1875	0.0625	52.7500	0.2500
28044791	132286	0x0D	0x09	0x00	0x23	0x48	13.2500	0.0625	53.0000	0.2500
28309364	132287	0x0D	0x09	0x00	0x23	0x4B	13.3750	0.0625	53.5000	0.2500
28441651	132287	0x0D	0x09	0x00	0x23	0x4C	13.4375	0.0625	53.7500	0.2500
28573938	132286	0x0D	0x09	0x00	0x23	0x4D	13.5000	0.0625	54.0000	0.2500
28706224	132287	0x0D	0x09	0x00	0x23	0x4D	13.5625	0.0625	54.2500	0.2500
28838511	132287	0x0D	0x09	0x00	0x23	0x4A	13.6250	0.0625	54.5000	0.2500
28970798	132287	0x0D	0x09	0x00	0x23	0x4B	13.6875	0.0625	54.7500	0.2500
29103085	132286	0x0D	0x09	0x00	0x23	0x4A	13.7500	0.0625	55.0000	0.2500
29367658	132287	0x0D	0x09	0x00	0x23	0x4C	13.8750	0.0625	55.5000	0.2500
29499945	132287	0x0D	0x09	0x00	0x23	0x4D	13.9375	0.0625	55.7500	0.2500
29632232	132286	0x0D	0x09	0x00	0x23	0x4B	14.0000	0.0625	56.0000	0.2500
29896805	132287	0x0D	0x09	0x00	0x23	0x52	14.1250	0.0625	56.5000	0.2500
30029092	132287	0x0D	0x09	0x00	0x23	0x4C	14.1875	0.0625	56.7500	0.2500
30161379	132286	0x0D	0x09	0x00	0x23	0x48	14.2500	0.0625	57.0000	0.2500
30425952	132287	0x0D	0x09	0x00	0x23	0x4B	14.3750	0.0625	57.5000	0.2500
30558239	132287	0x0D	0x09	0x00	0x23	0x4E	14.4375	0.0625	57.7500	0.2500
30690526	132286	0x0D	0x09	0x00	0x23	0x49	14.5000	0.0625	58.0000	0.2500
30822812	132287	0x0D	0x09	0x00	0x23	0x4F	14.5625	0.0625	58.2500	0.2500
30955099	132287	0x0D	0x09	0x00	0x23	0x51	14.6250	0.0625	58.5000	0.2500
31087386	132287	0x0D	0x09	0x00	0x23	0x49	14.6875	0.0625	58.7500	0.2500
31219673	132286	0x0D	0x09	0x00	0x23	0x47	14.7500	0.0625	59.0000	0.2500
31484246	132287	0x0D	0x09	0x00	0x23	0x4B	14.8750	0.0625	59.5000	0.2500
31616533	132287	0x0D	0x09	0x00	0x23	0x4A	14.9375	0.0625	59.7500	0.2500
31748820	132286	0x0D	0x09	0x00	0x23	0x4F	15.0000	0.0625	60.0000	0.2500
32013393	132287	0x0D	0x09	0x00	0x23	0x4A	15.1250	0.0625	60.5000	0.2500
32145680	132287	0x0D	0x09	0x00	0x23	0x4A	15.1875	0.0625	60.7500	0.2500
32277967	132286	0x0D	0x09	0x00	0x23	0x51	15.2500	0.0625	61.0000	0.2500
32542540	132287	0x0D	0x09	0x00	0x23	0x4A	15.3750	0.0625	61.5000	0.2500
32674827	132287	0x0D	0x09	0x00	0x23	0x4D	15.4375	0.0625	61.7500	0.2500
32807114	132286	0x0D	0x09	0x00	0x23	0x52	15.5000	0.0625	62.0000	0.2500
32939400	132287	0x0D	0x09	0x00	0x23	0x4B	15.5625	0.0625	62.2500	0.2500
33071687	132287	0x0D	0x09	0x00	0x23	0x4C	15.6250	0.0625	62.5000	0.2500
33203974	132287	0x0D	0x09	0x00	0x23	0x4A	15.6875	0.0625	62.7500	0.2500
33336261	132286	0x0D	0x09	0x00	0x23	0x49	15.7500	0.0625	63.0000	0.2500
33600834	132287	0x0D	0x09	0x00	0x23	0x53	15.8750	0.0625	63.5000	0.2500
33733121	132287	0x0D	0x09	0x00	0x23	0x4E	15.9375	0.0625	63.7500	0.2500
33865408	132286	0x0D	0x09	0x00	0x23	0x4D	16.0000	0.0625	64.0000	0.2500
34129981	132287	0x0D	0x09	0x00	0x23	0x4E	16.1250	0.0625	64.5000	0.2500
34262268	132287	0x0D	0x09	0x00	0x23	0x4E	16.1875	0.0625	64.7500	0.2500
34394555	132286	0x0D	0x09	0x00	0x23	0x4A	16.2500	0.0625	65.0000	0.2500
34659128	132287	0x0D	0x09	0x00	0x23	0x4D	16.3750	0.0625	65.5000	0.2500
34791415	132287	0x0D	0x09	0x00	0x23	0x4E	16.4375	0.0625	65.7500	0.2500
34923702	132286	0x0D	0x09	0x00	0x23	0x4E	16.5000	0.0625	66.0000	0.2500
35055988	132287	0x0D	0x09	0x00	0x23	0x4F	16.5625	0.0625	66.2500	0.2500
35188275	132287	0x0D	0x09	0x00	0x23	0x4C	16.6250	0.0625	66.5000	0.2500
35320562	132287	0x0D	0x09	0x00	0x23	0x4C	16.6875	0.0625	66.7500	0.2500
35452849	132286	0x0D	0x09	0x00	0x23	0x50	16.7500	0.0625	67.0000	0.2500
35717422	132287	0x0D	0x09	0x00	0x23	0x4D	16.8750	0.0625	67.5000	0.2500
35849709	132287	0x0D	0x09	0x00	0x23	0x4A	16.9375	0.0625	67.7500	0.2500
35981996	132286	0x0D	0x09	0x00	0x23	0x4C	17.0000	0.0625	68.0000	0.2500
36246569	132287	0x0D	0x09	0x00	0x23	0x4E	17.1250	0.0625	68.5000	0.2500
36378856	132287	0x0D	0x09	0x00	0x23	0x4F	17.1875	0.0625	68.7500	0.2500
36511143	132286	0x0D	0x09	0x00	0x23	0x4A	17.2500	0.0625	69.0000	0.2500
36775716	132287	0x0D	0x09	0x00	0x23	0x4A	17.3750	0.0625	69.5000	0.2500
36908003	132287	0x0D	0x09	0x00	0x23	0x4D	17.4375	0.0625	69.7500	0.2500
37040290	132286	0x0D	0x09	0x00	0x23	0x4A	17.5000	0.0625	70.0000	0.2500
37172576	132287	0x0D	0x09	0x00	0x23	0x4D	17.5625	0.0625	70.2500	0.2500
37304863	132287	0x0D	0x09	0x00	0x23	0x4A	17.6250	0.0625	70.5000	0.2500
37437150	132287	0x0D	0x09	0x00	0x23	0x4E	17.6875	0.0625	70.7500	0.2500
37569437	132286	0x0D	0x09	0x00	0x23	0x4A	17.7500	0.0625	71.0000	0.2500
37834010	132287	0x0D	0x09	0x00	0x23	0x50	17.8750	0.0625	71.5000	0.2500
37966297	132287	0x0D	0x09	0x00	0x23	0x4A	17.9375	0.0625	71.7500	0.2500
38098584	132286	0x0D	0x09	0x00	0x23	0x50	18.0000	0.0625	72.0000	0.2500
38363157	132287	0x0D	0x09	0x00	0x23	0x4F	18.1250	0.0625	72.5000	0.2500
38495444	132287	0x0D	0x09	0x00	0x23	0x4B	18.1875	0.0625	72.7500	0.2500
38627731	132286	0x0D	0x09	0x00	0x23	0x47	18.2500	0.0625	73.0000	0.2500
38892304	132287	0x0D	0x09	0x00	0x23	0x49	18.3750	0.0625	73.5000	0.2500
39024591	132287	0x0D	0x09	0x00	0x23	0x4A	18.4375	0.0625	73.7500	0.2500
39156878	132286	0x0D	0x09	0x00	0x23	0x4C	18.5000	0.0625	74.0000	0.2500
39289164	132287	0x0D	0x09	0x00	0x23	0x4D	18.5625	0.0625	74.2500	0.2500
39421451	132287	0x0D	0x09	0x00	0x23	0x50	18.6250	0.0625	74.5000	0.2500
39553738	132287	0x0D	0x09	0x00	0x23	0x4D	18.6875	0.0625	74.7500	0.2500
39686025	132286	0x0D	0x09	0x00	0x23	0x4E	18.7500	0.0625	75.0000	0.2500
39950598	132287	0x0D	0x09	0x00	0x23	0x4C	18.8750	0.0625	75.5000	0.2500
40082885	132287	0x0D	0x09	0x00	0x23	0x4B	18.9375	0.0625	75.7500	0.2500
40215172	132286	0x0D	0x09	0x00	0x23	0x4B	19.0000	0.0625	76.0000	0.2500
40479745	132287	0x0D	0x09	0x00	0x23	0x4D	19.1250	0.0625	76.5000	0.2500
40612032	132287	0x0D	0x09	0x00	0x23	0x4A	19.1875	0.0625	76.7500	0.2500
40744319	132286	0x0D	0x09	0x00	0x23	0x4B	19.2500	0.0625	77.0000	0.2500
41008892	132287	0x0D	0x09	0x00	0x23	0x4B	19.3750	0.0625	77.5000	0.2500
41141179	132287	0x0D	0x09	0x00	0x23	0x4F	19.4375	0.0625	77.7500	0.2500
41273466	132286	0x0D	0x09	0x00	0x23	0x4D	19.5000	0.0625	78.0000	0.2500
41405752	132287	0x0D	0x09	0x00	0x23	0x4C	19.5625	0.0625	78.2500	0.2500
41538039	132287	0x0D	0x09	0x00	0x23	0x46	19.6250	0.0625	78.5000	0.2500
41670326	132287	0x0D	0x09	0x00	0x23	0x4B	19.6875	0.0625	78.7500	0.2500
41802613	132286	0x0D	0x09	0x00	0x23	0x50	19.7500	0.0625	79.0000	0.2500
42067186	132287	0x0D	0x09	0x00	0x23	0x47	19.8750	0.0625	79.5000	0.2500
42199473	132287	0x0D	0x09	0x00	0x23	0x4E	19.9375	0.0625	79.7500	0.2500
42331760	132286	0x0D	0x09	0x00	0x23	0x4D	20.0000	0.0625	80.0000	0.2500
42596333	132287	0x0D	0x09	0x00	0x23	0x49	20.1250	0.0625	80.5000	0.2500
42728620	132287	0x0D	0x09	0x00	0x23	0x50	20.1875	0.0625	80.7500	0.2500
42860907	132286	0x0D	0x09	0x00	0x23	0x4A	20.2500	0.0625	81.0000	0.2500
43125480	132287	0x0D	0x09	0x00	0x23	0x4B	20.3750	0.0625	81.5000	0.2500
43257767	132287	0x0D	0x09	0x00	0x23	0x4E	20.4375	0.0625	81.7500	0.2500
43390054	132286	0x0D	0x09	0x00	0x23	0x4D	20.5000	0.0625	82.0000	0.2500
43522340	132287	0x0D	0x09	0x00	0x23	0x48	20.5625	0.0625	82.2500	0.2500
43654627	132287	0x0D	0x09	0x00	0x23	0x50	20.6250	0.0625	82.5000	0.2500
43786914	132287	0x0D	0x09	0x00	0x23	0x4B	20.6875	0.0625	82.7500	0.2500
43919201	132286	0x0D	0x09	0x00	0x23	0x4E	20.7500	0.0625	83.0000	0.2500
44183774	132287	0x0D	0x09	0x00	0x23	0x4A	20.8750	0.0625	83.5000	0.2500
44316061	132287	0x0D	0x09	0x00	0x23	0x4F	20.9375	0.0625	83.7500	0.2500
44448348	132286	0x0D	0x09	0x00	0x23	0x4D	21.0000	0.0625	84.0000	0.2500
44712921	132287	0x0D	0x09	0x00	0x23	0x4A	21.1250	0.0625	84.5000	0.2500
44845208	132287	0x0D	0x09	0x00	0x23	0x49	21.1875	0.0625	84.7500	0.2500
44977495	132286	0x0D	0x09	0x00	0x23	0x4E	21.2500	0.0625	85.0000	0.2500
45242068	132287	0x0D	0x09	0x00	0x23	0x4E	21.3750	0.0625	85.5000	0.2500
45374355	132287	0x0D	0x09	0x00	0x23	0x4B	21.4375	0.0625	85.7500	0.2500
45506642	132286	0x0D	0x09	0x00	0x23	0x4B	21.5000	0.0625	86.0000	0.2500
45638928	132287	0x0D	0x09	0x00	0x23	0x4A	21.5625	0.0625	86.2500	0.2500
45771215	132287	0x0D	0x09	0x00	0x23	0x49	21.6250	0.0625	86.5000	0.2500
45903502	132287	0x0D	0x09	0x00	0x23	0x4C	21.6875	0.0625	86.7500	0.2500
46035789	132286	0x0D	0x09	0x00	0x23	0x52	21.7500	0.0625	87.0000	0.2500
46300362	132287	0x0D	0x09	0x00	0x23	0x4F	21.8750	0.0625	87.5000	0.2500
46432649	132287	0x0D	0x09	0x00	0x23	0x4C	21.9375	0.0625	87.7500	0.2500
46564936	132286	0x0D	0x09	0x00	0x23	0x4B	22.0000	0.0625	88.0000	0.2500
46829509	132287	0x0D	0x09	0x00	0x23	0x4E	22.1250	0.0625	88.5000	0.2500
46961796	132287	0x0D	0x09	0x00	0x23	0x4D	22.1875	0.0625	88.7500	0.2500
47094083	132286	0x0D	0x09	0x00	0x23	0x48	22.2500	0.0625	89.0000	0.2500
47358656	132287	0x0D	0x09	0x00	0x23	0x4E	22.3750	0.0625	89.5000	0.2500
47490943	132287	0x0D	0x09	0x00	0x23	0x4B	22.4375	0.0625	89.7500	0.2500
47623230	132286	0x0D	0x09	0x00	0x23	0x51	22.5000	0.0625	90.0000	0.2500
47755516	132287	0x0D	0x09	0x00	0x23	0x4D	22.5625	0.0625	90.2500	0.2500
47887803	132287	0x0D	0x09	0x00	0x23	0x50	22.6250	0.0625	90.5000	0.2500
48020090	132287	0x0D	0x09	0x00	0x23	0x4C	22.6875	0.0625	90.7500	0.2500
48152377	132286	0x0D	0x09	0x00	0x23	0x4F	22.7500	0.0625	91.0000	0.2500
48416950	132287	0x0D	0x09	0x00	0x23	0x4D	22.8750	0.0625	91.5000	0.2500
48549237	132287	0x0D	0x09	0x00	0x23	0x4A	22.9375	0.0625	91.7500	0.2500
48681524	132286	0x0D	0x09	0x00	0x23	0x49	23.0000	0.0625	92.0000	0.2500
48946097	132287	0x0D	0x09	0x00	0x23	0x47	23.1250	0.0625	92.5000	0.2500
49078384	132287	0x0D	0x09	0x00	0x23	0x49	23.1875	0.0625	92.7500	0.2500
49210671	132286	0x0D	0x09	0x00	0x23	0x46	23.2500	0.0625	93.0000	0.2500
49475244	132287	0x0D	0x09	0x00	0x23	0x4A	23.3750	0.0625	93.5000	0.2500
49607531	132287	0x0D	0x09	0x00	0x23	0x4E	23.4375	0.0625	93.7500	0.2500
49739818	132286	0x0D	0x09	0x00	0x23	0x4A	23.5000	0.0625	94.0000	0.2500
49872104	132287	0x0D	0x09	0x00	0x23	0x4C	23.5625	0.0625	94.2500	0.2500
50004391	132287	0x0D	0x09	0x00	0x23	0x48	23.6250	0.0625	94.5000	0.2500
50136678	132287	0x0D	0x09	0x00	0x23	0x4B	23.6875	0.0625	94.7500	0.2500
50268965	132286	0x0D	0x09	0x00	0x23	0x4C	23.7500	0.0625	95.0000	0.2500
50533538	132287	0x0D	0x09	0x00	0x23	0x4E	23.8750	0.0625	95.5000	0.2500
50665825	132287	0x0D	0x09	0x00	0x23	0x49	23.9375	0.0625	95.7500	0.2500
50798112	132286	0x0D	0x09	0x00	0x23	0x4B	24.0000	0.0625	96.0000	0.2500
51062685	132287	0x0D	0x09	0x00	0x23	0x4B	24.1250	0.0625	96.5000	0.2500
51194972	132287	0x0D	0x09	0x00	0x23	0x4C	24.1875	0.0625	96.7500	0.2500
51327259	132286	0x0D	0x09	0x00	0x23	0x4B	24.2500	0.0625	97.0000	0.2500
51591832	132287	0x0D	0x09	0x00	0x23	0x4D	24.3750	0.0625	97.5000	0.2500
51724119	132287	0x0D	0x09	0x00	0x23	0x4A	24.4375	0.0625	97.7500	0.2500
51856406	132286	0x0D	0x09	0x00	0x23	0x4B	24.5000	0.0625	98.0000	0.2500
51988692	132287	0x0D	0x09	0x00	0x23	0x49	24.5625	0.0625	98.2500	0.2500
52120979	132287	0x0D	0x09	0x00	0x23	0x4D	24.6250	0.0625	98.5000	0.2500
52253266	132287	0x0D	0x09	0x00	0x23	0x4D	24.6875	0.0625	98.7500	0.2500
52385553	132286	0x0D	0x09	0x00	0x23	0x4C	24.7500	0.0625	99.0000	0.2500
52650126	132287	0x0D	0x09	0x00	0x23	0x4B	24.8750	0.0625	99.5000	0.2500
52782413	132287	0x0D	0x09	0x00	0x23	0x48	24.9375	0.0625	99.7500	0.2500
52914700	132286	0x0D	0x09	0x00	0x23	0x4D	25.0000	0.0625	100.0000	0.2500
53179273	132287	0x0D	0x09	0x00	0x23	0x4F	25.1250	0.0625	100.5000	0.2500
53311560	132287	0x0D	0x09	0x00	0x23	0x4C	25.1875	0.0625	100.7500	0.2500
53443847	132286	0x0D	0x09	0x00	0x23	0x4C	25.2500	0.0625	101.0000	0.2500
53708420	132287	0x0D	0x09	0x00	0x23	0x4E	25.3750	0.0625	101.5000	0.2500
53840707	132287	0x0D	0x09	0x00	0x23	0x4B	25.4375	0.0625	101.7500	0.2500
53972994	132286	0x0D	0x09	0x00	0x23	0x4C	25.5000	0.0625	102.0000	0.2500
54105280	132287	0x0D	0x09	0x00	0x23	0x49	25.5625	0.0625	102.2500	0.2500
54237567	132287	0x0D	0x09	0x00	0x23	0x4D	25.6250	0.0625	102.5000	0.2500
54369854	132287	0x0D	0x09	0x00	0x23	0x4B	25.6875	0.0625	102.7500	0.2500
54502141	132286	0x0D	0x09	0x00	0x23	0x4D	25.7500	0.0625	103.0000	0.2500
54766714	132287	0x0D	0x09	0x00	0x23	0x4C	25.8750	0.0625	103.5000	0.2500
54899001	132287	0x0D	0x09	0x00	0x23	0x4D	25.9375	0.0625	103.7500	0.2500
55031288	132286	0x0D	0x09	0x00	0x23	0x4E	26.0000	0.0625	104.0000	0.2500
55295861	132287	0x0D	0x09	0x00	0x23	0x51	26.1250	0.0625	104.5000	0.2500
55428148	132287	0x0D	0x09	0x00	0x23	0x4F	26.1875	0.0625	104.7500	0.2500
55560435	132286	0x0D	0x09	0x00	0x23	0x4C	26.2500	0.0625	105.0000	0.2500
55825008	132287	0x0D	0x09	0x00	0x23	0x4A	26.3750	0.0625	105.5000	0.2500
55957295	132287	0x0D	0x09	0x00	0x23	0x4A	26.4375	0.0625	105.7500	0.2500
56089582	132286	0x0D	0x09	0x00	0x23	0x49	26.5000	0.0625	106.0000	0.2500
56221868	132287	0x0D	0x09	0x00	0x23	0x4B	26.5625	0.0625	106.2500	0.2500
56354155	132287	0x0D	0x09	0x00	0x23	0x4A	26.6250	0.0625	106.5000	0.2500
56486442	132287	0x0D	0x09	0x00	0x23	0x4E	26.6875	0.0625	106.7500	0.2500
56618729	132286	0x0D	0x09	0x00	0x23	0x50	26.7500	0.0625	107.0000	0.2500
56883302	132287	0x0D	0x09	0x00	0x23	0x48	26.8750	0.0625	107.5000	0.2500
57015589	132287	0x0D	0x09	0x00	0x23	0x4A	26.9375	0.0625	107.7500	0.2500
