microsecond	duration	track	channel	instrument	pitch	velocity	bar	beat	bar_diff	beat_diff
121439236	1587441	0x08	0x00	0x04	0x38	0x4C	57.3750	0.7500	229.5000	3.0000
121439236	1587441	0x08	0x00	0x04	0x3C	0x4C	57.3750	0.7500	229.5000	3.0000
121439236	1587441	0x08	0x00	0x04	0x3F	0x4C	57.3750	0.7500	229.5000	3.0000
123026677	264574	0x08	0x00	0x04	0x38	0x4D	58.1250	0.1250	232.5000	0.5000
123026677	264574	0x08	0x00	0x04	0x3D	0x4D	58.1250	0.1250	232.5000	0.5000
123026677	264574	0x08	0x00	0x04	0x41	0x4D	58.1250	0.1250	232.5000	0.5000
148161160	264573	0x08	0x00	0x04	0x36	0x4C	70.0000	0.1250	280.0000	0.5000
148161160	264573	0x08	0x00	0x04	0x3A	0x4C	70.0000	0.1250	280.0000	0.5000
148161160	264573	0x08	0x00	0x04	0x3D	0x4C	70.0000	0.1250	280.0000	0.5000
148161160	264573	0x08	0x00	0x04	0x41	0x4C	70.0000	0.1250	280.0000	0.5000
148954880	264574	0x08	0x00	0x04	0x35	0x4B	70.3750	0.1250	281.5000	0.5000
148954880	264574	0x08	0x00	0x04	0x38	0x4B	70.3750	0.1250	281.5000	0.5000
148954880	264574	0x08	0x00	0x04	0x3C	0x4B	70.3750	0.1250	281.5000	0.5000
148954880	264574	0x08	0x00	0x04	0x3F	0x4B	70.3750	0.1250	281.5000	0.5000
156627512	264573	0x08	0x00	0x04	0x36	0x4C	74.0000	0.1250	296.0000	0.5000
156627512	264573	0x08	0x00	0x04	0x3A	0x4C	74.0000	0.1250	296.0000	0.5000
156627512	264573	0x08	0x00	0x04	0x3D	0x4C	74.0000	0.1250	296.0000	0.5000
156627512	264573	0x08	0x00	0x04	0x41	0x4C	74.0000	0.1250	296.0000	0.5000
157421232	264574	0x08	0x00	0x04	0x35	0x4B	74.3750	0.1250	297.5000	0.5000
157421232	264574	0x08	0x00	0x04	0x38	0x4B	74.3750	0.1250	297.5000	0.5000
157421232	264574	0x08	0x00	0x04	0x3C	0x4B	74.3750	0.1250	297.5000	0.5000
157421232	264574	0x08	0x00	0x04	0x3F	0x4B	74.3750	0.1250	297.5000	0.5000
167210452	793720	0x08	0x00	0x04	0x36	0x4C	79.0000	0.3750	316.0000	1.5000
167210452	793720	0x08	0x00	0x04	0x3A	0x4C	79.0000	0.3750	316.0000	1.5000
167210452	793720	0x08	0x00	0x04	0x3D	0x4C	79.0000	0.3750	316.0000	1.5000
167210452	793720	0x08	0x00	0x04	0x41	0x4C	79.0000	0.3750	316.0000	1.5000
168004172	1322868	0x08	0x00	0x04	0x36	0x4B	79.3750	0.6250	317.5000	2.5000
168004172	1322868	0x08	0x00	0x04	0x38	0x4B	79.3750	0.6250	317.5000	2.5000
168004172	1322868	0x08	0x00	0x04	0x3C	0x4B	79.3750	0.6250	317.5000	2.5000
168004172	1322868	0x08	0x00	0x04	0x3F	0x4B	79.3750	0.6250	317.5000	2.5000
169327040	793720	0x08	0x00	0x04	0x35	0x4C	80.0000	0.3750	320.0000	1.5000
169327040	793720	0x08	0x00	0x04	0x38	0x4C	80.0000	0.3750	320.0000	1.5000
169327040	793720	0x08	0x00	0x04	0x3C	0x4C	80.0000	0.3750	320.0000	1.5000
169327040	793720	0x08	0x00	0x04	0x3F	0x4C	80.0000	0.3750	320.0000	1.5000
170120760	1322868	0x08	0x00	0x04	0x35	0x4B	80.3750	0.6250	321.5000	2.5000
170120760	1322868	0x08	0x00	0x04	0x38	0x4B	80.3750	0.6250	321.5000	2.5000
170120760	1322868	0x08	0x00	0x04	0x3A	0x4B	80.3750	0.6250	321.5000	2.5000
170120760	1322868	0x08	0x00	0x04	0x3D	0x4B	80.3750	0.6250	321.5000	2.5000
171443628	793720	0x08	0x00	0x04	0x36	0x4D	81.0000	0.3750	324.0000	1.5000
171443628	793720	0x08	0x00	0x04	0x3A	0x4D	81.0000	0.3750	324.0000	1.5000
171443628	793720	0x08	0x00	0x04	0x3D	0x4D	81.0000	0.3750	324.0000	1.5000
171443628	793720	0x08	0x00	0x04	0x41	0x4D	81.0000	0.3750	324.0000	1.5000
172237348	1322868	0x08	0x00	0x04	0x36	0x4C	81.3750	0.6250	325.5000	2.5000
172237348	1322868	0x08	0x00	0x04	0x38	0x4C	81.3750	0.6250	325.5000	2.5000
172237348	1322868	0x08	0x00	0x04	0x3C	0x4C	81.3750	0.6250	325.5000	2.5000
172237348	1322868	0x08	0x00	0x04	0x3F	0x4C	81.3750	0.6250	325.5000	2.5000
173560216	793720	0x08	0x00	0x04	0x38	0x4C	82.0000	0.3750	328.0000	1.5000
173560216	793720	0x08	0x00	0x04	0x3C	0x4C	82.0000	0.3750	328.0000	1.5000
173560216	793720	0x08	0x00	0x04	0x3F	0x4C	82.0000	0.3750	328.0000	1.5000
174353936	1322868	0x08	0x00	0x04	0x38	0x4D	82.3750	0.6250	329.5000	2.5000
174353936	1322868	0x08	0x00	0x04	0x3D	0x4D	82.3750	0.6250	329.5000	2.5000
174353936	1322868	0x08	0x00	0x04	0x41	0x4D	82.3750	0.6250	329.5000	2.5000
175676804	793720	0x08	0x00	0x04	0x36	0x4C	83.0000	0.3750	332.0000	1.5000
175676804	793720	0x08	0x00	0x04	0x3A	0x4C	83.0000	0.3750	332.0000	1.5000
175676804	793720	0x08	0x00	0x04	0x3D	0x4C	83.0000	0.3750	332.0000	1.5000
175676804	793720	0x08	0x00	0x04	0x41	0x4C	83.0000	0.3750	332.0000	1.5000
176470524	1322868	0x08	0x00	0x04	0x36	0x4B	83.3750	0.6250	333.5000	2.5000
176470524	1322868	0x08	0x00	0x04	0x38	0x4B	83.3750	0.6250	333.5000	2.5000
176470524	1322868	0x08	0x00	0x04	0x3C	0x4B	83.3750	0.6250	333.5000	2.5000
176470524	1322868	0x08	0x00	0x04	0x3F	0x4B	83.3750	0.6250	333.5000	2.5000
177793392	793720	0x08	0x00	0x04	0x35	0x4C	84.0000	0.3750	336.0000	1.5000
177793392	793720	0x08	0x00	0x04	0x38	0x4C	84.0000	0.3750	336.0000	1.5000
177793392	793720	0x08	0x00	0x04	0x3C	0x4C	84.0000	0.3750	336.0000	1.5000
177793392	793720	0x08	0x00	0x04	0x3F	0x4C	84.0000	0.3750	336.0000	1.5000
178587112	1322868	0x08	0x00	0x04	0x35	0x4B	84.3750	0.6250	337.5000	2.5000
178587112	1322868	0x08	0x00	0x04	0x38	0x4B	84.3750	0.6250	337.5000	2.5000
178587112	1322868	0x08	0x00	0x04	0x3A	0x4B	84.3750	0.6250	337.5000	2.5000
178587112	1322868	0x08	0x00	0x04	0x3D	0x4B	84.3750	0.6250	337.5000	2.5000
179909980	793720	0x08	0x00	0x04	0x36	0x4D	85.0000	0.3750	340.0000	1.5000
179909980	793720	0x08	0x00	0x04	0x3A	0x4D	85.0000	0.3750	340.0000	1.5000
179909980	793720	0x08	0x00	0x04	0x3D	0x4D	85.0000	0.3750	340.0000	1.5000
179909980	793720	0x08	0x00	0x04	0x41	0x4D	85.0000	0.3750	340.0000	1.5000
180703700	1587441	0x08	0x00	0x04	0x36	0x4C	85.3750	0.7500	341.5000	3.0000
180703700	1587441	0x08	0x00	0x04	0x38	0x4C	85.3750	0.7500	341.5000	3.0000
180703700	1587441	0x08	0x00	0x04	0x3C	0x4C	85.3750	0.7500	341.5000	3.0000
180703700	1587441	0x08	0x00	0x04	0x3F	0x4C	85.3750	0.7500	341.5000	3.0000
182291141	264574	0x08	0x00	0x04	0x38	0x4D	86.1250	0.1250	344.5000	0.5000
182291141	264574	0x08	0x00	0x04	0x3D	0x4D	86.1250	0.1250	344.5000	0.5000
182291141	264574	0x08	0x00	0x04	0x41	0x4D	86.1250	0.1250	344.5000	0.5000
184143156	793720	0x08	0x00	0x04	0x36	0x4C	87.0000	0.3750	348.0000	1.5000
184143156	793720	0x08	0x00	0x04	0x3A	0x4C	87.0000	0.3750	348.0000	1.5000
184143156	793720	0x08	0x00	0x04	0x3D	0x4C	87.0000	0.3750	348.0000	1.5000
184143156	793720	0x08	0x00	0x04	0x41	0x4C	87.0000	0.3750	348.0000	1.5000
184936876	1322868	0x08	0x00	0x04	0x36	0x4B	87.3750	0.6250	349.5000	2.5000
184936876	1322868	0x08	0x00	0x04	0x38	0x4B	87.3750	0.6250	349.5000	2.5000
184936876	1322868	0x08	0x00	0x04	0x3C	0x4B	87.3750	0.6250	349.5000	2.5000
184936876	1322868	0x08	0x00	0x04	0x3F	0x4B	87.3750	0.6250	349.5000	2.5000
186259744	793720	0x08	0x00	0x04	0x35	0x4C	88.0000	0.3750	352.0000	1.5000
186259744	793720	0x08	0x00	0x04	0x38	0x4C	88.0000	0.3750	352.0000	1.5000
186259744	793720	0x08	0x00	0x04	0x3C	0x4C	88.0000	0.3750	352.0000	1.5000
186259744	793720	0x08	0x00	0x04	0x3F	0x4C	88.0000	0.3750	352.0000	1.5000
187053464	1322868	0x08	0x00	0x04	0x35	0x4B	88.3750	0.6250	353.5000	2.5000
187053464	1322868	0x08	0x00	0x04	0x38	0x4B	88.3750	0.6250	353.5000	2.5000
187053464	1322868	0x08	0x00	0x04	0x3A	0x4B	88.3750	0.6250	353.5000	2.5000
187053464	1322868	0x08	0x00	0x04	0x3D	0x4B	88.3750	0.6250	353.5000	2.5000
188376332	793720	0x08	0x00	0x04	0x36	0x4D	89.0000	0.3750	356.0000	1.5000
188376332	793720	0x08	0x00	0x04	0x3A	0x4D	89.0000	0.3750	356.0000	1.5000
188376332	793720	0x08	0x00	0x04	0x3D	0x4D	89.0000	0.3750	356.0000	1.5000
188376332	793720	0x08	0x00	0x04	0x41	0x4D	89.0000	0.3750	356.0000	1.5000
189170052	1322868	0x08	0x00	0x04	0x36	0x4C	89.3750	0.6250	357.5000	2.5000
189170052	1322868	0x08	0x00	0x04	0x38	0x4C	89.3750	0.6250	357.5000	2.5000
189170052	1322868	0x08	0x00	0x04	0x3C	0x4C	89.3750	0.6250	357.5000	2.5000
189170052	1322868	0x08	0x00	0x04	0x3F	0x4C	89.3750	0.6250	357.5000	2.5000
190492920	793720	0x08	0x00	0x04	0x38	0x4C	90.0000	0.3750	360.0000	1.5000
190492920	793720	0x08	0x00	0x04	0x3C	0x4C	90.0000	0.3750	360.0000	1.5000
190492920	793720	0x08	0x00	0x04	0x3F	0x4C	90.0000	0.3750	360.0000	1.5000
191286640	1322868	0x08	0x00	0x04	0x38	0x4D	90.3750	0.6250	361.5000	2.5000
191286640	1322868	0x08	0x00	0x04	0x3D	0x4D	90.3750	0.6250	361.5000	2.5000
191286640	1322868	0x08	0x00	0x04	0x41	0x4D	90.3750	0.6250	361.5000	2.5000
192609508	793720	0x08	0x00	0x04	0x36	0x4C	91.0000	0.3750	364.0000	1.5000
192609508	793720	0x08	0x00	0x04	0x3A	0x4C	91.0000	0.3750	364.0000	1.5000
192609508	793720	0x08	0x00	0x04	0x3D	0x4C	91.0000	0.3750	364.0000	1.5000
192609508	793720	0x08	0x00	0x04	0x41	0x4C	91.0000	0.3750	364.0000	1.5000
193403228	1322868	0x08	0x00	0x04	0x36	0x4B	91.3750	0.6250	365.5000	2.5000
193403228	1322868	0x08	0x00	0x04	0x38	0x4B	91.3750	0.6250	365.5000	2.5000
193403228	1322868	0x08	0x00	0x04	0x3C	0x4B	91.3750	0.6250	365.5000	2.5000
193403228	1322868	0x08	0x00	0x04	0x3F	0x4B	91.3750	0.6250	365.5000	2.5000
194726096	793720	0x08	0x00	0x04	0x35	0x4C	92.0000	0.3750	368.0000	1.5000
194726096	793720	0x08	0x00	0x04	0x38	0x4C	92.0000	0.3750	368.0000	1.5000
194726096	793720	0x08	0x00	0x04	0x3C	0x4C	92.0000	0.3750	368.0000	1.5000
194726096	793720	0x08	0x00	0x04	0x3F	0x4C	92.0000	0.3750	368.0000	1.5000
195519816	1322868	0x08	0x00	0x04	0x35	0x4B	92.3750	0.6250	369.5000	2.5000
195519816	1322868	0x08	0x00	0x04	0x38	0x4B	92.3750	0.6250	369.5000	2.5000
195519816	1322868	0x08	0x00	0x04	0x3A	0x4B	92.3750	0.6250	369.5000	2.5000
195519816	1322868	0x08	0x00	0x04	0x3D	0x4B	92.3750	0.6250	369.5000	2.5000
196842684	793720	0x08	0x00	0x04	0x36	0x4D	93.0000	0.3750	372.0000	1.5000
196842684	793720	0x08	0x00	0x04	0x3A	0x4D	93.0000	0.3750	372.0000	1.5000
196842684	793720	0x08	0x00	0x04	0x3D	0x4D	93.0000	0.3750	372.0000	1.5000
196842684	793720	0x08	0x00	0x04	0x41	0x4D	93.0000	0.3750	372.0000	1.5000
197636404	1587441	0x08	0x00	0x04	0x36	0x4C	93.3750	0.7500	373.5000	3.0000
197636404	1587441	0x08	0x00	0x04	0x38	0x4C	93.3750	0.7500	373.5000	3.0000
197636404	1587441	0x08	0x00	0x04	0x3C	0x4C	93.3750	0.7500	373.5000	3.0000
197636404	1587441	0x08	0x00	0x04	0x3F	0x4C	93.3750	0.7500	373.5000	3.0000
199223845	264574	0x08	0x00	0x04	0x38	0x4D	94.1250	0.1250	376.5000	0.5000
199223845	264574	0x08	0x00	0x04	0x3D	0x4D	94.1250	0.1250	376.5000	0.5000
199223845	264574	0x08	0x00	0x04	0x41	0x4D	94.1250	0.1250	376.5000	0.5000
201075860	793720	0x08	0x00	0x04	0x36	0x4C	95.0000	0.3750	380.0000	1.5000
201075860	793720	0x08	0x00	0x04	0x3A	0x4C	95.0000	0.3750	380.0000	1.5000
201075860	793720	0x08	0x00	0x04	0x3D	0x4C	95.0000	0.3750	380.0000	1.5000
201075860	793720	0x08	0x00	0x04	0x41	0x4C	95.0000	0.3750	380.0000	1.5000
201869580	1322868	0x08	0x00	0x04	0x36	0x4B	95.3750	0.6250	381.5000	2.5000
201869580	1322868	0x08	0x00	0x04	0x38	0x4B	95.3750	0.6250	381.5000	2.5000
201869580	1322868	0x08	0x00	0x04	0x3C	0x4B	95.3750	0.6250	381.5000	2.5000
201869580	1322868	0x08	0x00	0x04	0x3F	0x4B	95.3750	0.6250	381.5000	2.5000
203192448	793720	0x08	0x00	0x04	0x35	0x4C	96.0000	0.3750	384.0000	1.5000
203192448	793720	0x08	0x00	0x04	0x38	0x4C	96.0000	0.3750	384.0000	1.5000
203192448	793720	0x08	0x00	0x04	0x3C	0x4C	96.0000	0.3750	384.0000	1.5000
203192448	793720	0x08	0x00	0x04	0x3F	0x4C	96.0000	0.3750	384.0000	1.5000
203986168	1322868	0x08	0x00	0x04	0x35	0x4B	96.3750	0.6250	385.5000	2.5000
203986168	1322868	0x08	0x00	0x04	0x38	0x4B	96.3750	0.6250	385.5000	2.5000
203986168	1322868	0x08	0x00	0x04	0x3A	0x4B	96.3750	0.6250	385.5000	2.5000
203986168	1322868	0x08	0x00	0x04	0x3D	0x4B	96.3750	0.6250	385.5000	2.5000
205309036	793720	0x08	0x00	0x04	0x36	0x4D	97.0000	0.3750	388.0000	1.5000
205309036	793720	0x08	0x00	0x04	0x3A	0x4D	97.0000	0.3750	388.0000	1.5000
205309036	793720	0x08	0x00	0x04	0x3D	0x4D	97.0000	0.3750	388.0000	1.5000
205309036	793720	0x08	0x00	0x04	0x41	0x4D	97.0000	0.3750	388.0000	1.5000
206102756	1322868	0x08	0x00	0x04	0x36	0x4C	97.3750	0.6250	389.5000	2.5000
206102756	1322868	0x08	0x00	0x04	0x38	0x4C	97.3750	0.6250	389.5000	2.5000
206102756	1322868	0x08	0x00	0x04	0x3C	0x4C	97.3750	0.6250	389.5000	2.5000
206102756	1322868	0x08	0x00	0x04	0x3F	0x4C	97.3750	0.6250	389.5000	2.5000
207425624	793720	0x08	0x00	0x04	0x38	0x4C	98.0000	0.3750	392.0000	1.5000
207425624	793720	0x08	0x00	0x04	0x3C	0x4C	98.0000	0.3750	392.0000	1.5000
207425624	793720	0x08	0x00	0x04	0x3F	0x4C	98.0000	0.3750	392.0000	1.5000
208219344	1322868	0x08	0x00	0x04	0x38	0x4D	98.3750	0.6250	393.5000	2.5000
208219344	1322868	0x08	0x00	0x04	0x3D	0x4D	98.3750	0.6250	393.5000	2.5000
208219344	1322868	0x08	0x00	0x04	0x41	0x4D	98.3750	0.6250	393.5000	2.5000
209542212	793720	0x08	0x00	0x04	0x36	0x4C	99.0000	0.3750	396.0000	1.5000
209542212	793720	0x08	0x00	0x04	0x3A	0x4C	99.0000	0.3750	396.0000	1.5000
209542212	793720	0x08	0x00	0x04	0x3D	0x4C	99.0000	0.3750	396.0000	1.5000
209542212	793720	0x08	0x00	0x04	0x41	0x4C	99.0000	0.3750	396.0000	1.5000
210335932	1322868	0x08	0x00	0x04	0x36	0x4B	99.3750	0.6250	397.5000	2.5000
210335932	1322868	0x08	0x00	0x04	0x38	0x4B	99.3750	0.6250	397.5000	2.5000
210335932	1322868	0x08	0x00	0x04	0x3C	0x4B	99.3750	0.6250	397.5000	2.5000
210335932	1322868	0x08	0x00	0x04	0x3F	0x4B	99.3750	0.6250	397.5000	2.5000
211658800	793720	0x08	0x00	0x04	0x35	0x4C	100.0000	0.3750	400.0000	1.5000
211658800	793720	0x08	0x00	0x04	0x38	0x4C	100.0000	0.3750	400.0000	1.5000
211658800	793720	0x08	0x00	0x04	0x3C	0x4C	100.0000	0.3750	400.0000	1.5000
211658800	793720	0x08	0x00	0x04	0x3F	0x4C	100.0000	0.3750	400.0000	1.5000
212452520	1322868	0x08	0x00	0x04	0x35	0x4B	100.3750	0.6250	401.5000	2.5000
212452520	1322868	0x08	0x00	0x04	0x38	0x4B	100.3750	0.6250	401.5000	2.5000
212452520	1322868	0x08	0x00	0x04	0x3A	0x4B	100.3750	0.6250	401.5000	2.5000
212452520	1322868	0x08	0x00	0x04	0x3D	0x4B	100.3750	0.6250	401.5000	2.5000
213775388	793720	0x08	0x00	0x04	0x36	0x4D	101.0000	0.3750	404.0000	1.5000
213775388	793720	0x08	0x00	0x04	0x3A	0x4D	101.0000	0.3750	404.0000	1.5000
213775388	793720	0x08	0x00	0x04	0x3D	0x4D	101.0000	0.3750	404.0000	1.5000
213775388	793720	0x08	0x00	0x04	0x41	0x4D	101.0000	0.3750	404.0000	1.5000
214569108	1587441	0x08	0x00	0x04	0x36	0x4C	101.3750	0.7500	405.5000	3.0000
214569108	1587441	0x08	0x00	0x04	0x38	0x4C	101.3750	0.7500	405.5000	3.0000
214569108	1587441	0x08	0x00	0x04	0x3C	0x4C	101.3750	0.7500	405.5000	3.0000
214569108	1587441	0x08	0x00	0x04	0x3F	0x4C	101.3750	0.7500	405.5000	3.0000
216156549	264574	0x08	0x00	0x04	0x38	0x4D	102.1250	0.1250	408.5000	0.5000
216156549	264574	0x08	0x00	0x04	0x3D	0x4D	102.1250	0.1250	408.5000	0.5000
216156549	264574	0x08	0x00	0x04	0x41	0x4D	102.1250	0.1250	408.5000	0.5000
218008564	793720	0x08	0x00	0x04	0x36	0x4C	103.0000	0.3750	412.0000	1.5000
218008564	793720	0x08	0x00	0x04	0x3A	0x4C	103.0000	0.3750	412.0000	1.5000
218008564	793720	0x08	0x00	0x04	0x3D	0x4C	103.0000	0.3750	412.0000	1.5000
218008564	793720	0x08	0x00	0x04	0x41	0x4C	103.0000	0.3750	412.0000	1.5000
218802284	1322868	0x08	0x00	0x04	0x36	0x4B	103.3750	0.6250	413.5000	2.5000
218802284	1322868	0x08	0x00	0x04	0x38	0x4B	103.3750	0.6250	413.5000	2.5000
218802284	1322868	0x08	0x00	0x04	0x3C	0x4B	103.3750	0.6250	413.5000	2.5000
218802284	1322868	0x08	0x00	0x04	0x3F	0x4B	103.3750	0.6250	413.5000	2.5000
220125152	793720	0x08	0x00	0x04	0x35	0x4C	104.0000	0.3750	416.0000	1.5000
220125152	793720	0x08	0x00	0x04	0x38	0x4C	104.0000	0.3750	416.0000	1.5000
220125152	793720	0x08	0x00	0x04	0x3C	0x4C	104.0000	0.3750	416.0000	1.5000
220125152	793720	0x08	0x00	0x04	0x3F	0x4C	104.0000	0.3750	416.0000	1.5000
220918872	1322868	0x08	0x00	0x04	0x35	0x4B	104.3750	0.6250	417.5000	2.5000
220918872	1322868	0x08	0x00	0x04	0x38	0x4B	104.3750	0.6250	417.5000	2.5000
220918872	1322868	0x08	0x00	0x04	0x3A	0x4B	104.3750	0.6250	417.5000	2.5000
220918872	1322868	0x08	0x00	0x04	0x3D	0x4B	104.3750	0.6250	417.5000	2.5000
222241740	793720	0x08	0x00	0x04	0x36	0x4D	105.0000	0.3750	420.0000	1.5000
222241740	793720	0x08	0x00	0x04	0x3A	0x4D	105.0000	0.3750	420.0000	1.5000
222241740	793720	0x08	0x00	0x04	0x3D	0x4D	105.0000	0.3750	420.0000	1.5000
222241740	793720	0x08	0x00	0x04	0x41	0x4D	105.0000	0.3750	420.0000	1.5000
223035460	1322868	0x08	0x00	0x04	0x36	0x4C	105.3750	0.6250	421.5000	2.5000
223035460	1322868	0x08	0x00	0x04	0x38	0x4C	105.3750	0.6250	421.5000	2.5000
223035460	1322868	0x08	0x00	0x04	0x3C	0x4C	105.3750	0.6250	421.5000	2.5000
223035460	1322868	0x08	0x00	0x04	0x3F	0x4C	105.3750	0.6250	421.5000	2.5000
224358328	793720	0x08	0x00	0x04	0x38	0x4C	106.0000	0.3750	424.0000	1.5000
224358328	793720	0x08	0x00	0x04	0x3C	0x4C	106.0000	0.3750	424.0000	1.5000
224358328	793720	0x08	0x00	0x04	0x3F	0x4C	106.0000	0.3750	424.0000	1.5000
225152048	1322868	0x08	0x00	0x04	0x38	0x4D	106.3750	0.6250	425.5000	2.5000
225152048	1322868	0x08	0x00	0x04	0x3D	0x4D	106.3750	0.6250	425.5000	2.5000
225152048	1322868	0x08	0x00	0x04	0x41	0x4D	106.3750	0.6250	425.5000	2.5000
226474916	793720	0x08	0x00	0x04	0x36	0x4C	107.0000	0.3750	428.0000	1.5000
226474916	793720	0x08	0x00	0x04	0x3A	0x4C	107.0000	0.3750	428.0000	1.5000
226474916	793720	0x08	0x00	0x04	0x3D	0x4C	107.0000	0.3750	428.0000	1.5000
226474916	793720	0x08	0x00	0x04	0x41	0x4C	107.0000	0.3750	428.0000	1.5000
227268636	1322868	0x08	0x00	0x04	0x36	0x4B	107.3750	0.6250	429.5000	2.5000
227268636	1322868	0x08	0x00	0x04	0x38	0x4B	107.3750	0.6250	429.5000	2.5000
227268636	1322868	0x08	0x00	0x04	0x3C	0x4B	107.3750	0.6250	429.5000	2.5000
227268636	1322868	0x08	0x00	0x04	0x3F	0x4B	107.3750	0.6250	429.5000	2.5000
228591504	793720	0x08	0x00	0x04	0x35	0x4C	108.0000	0.3750	432.0000	1.5000
228591504	793720	0x08	0x00	0x04	0x38	0x4C	108.0000	0.3750	432.0000	1.5000
228591504	793720	0x08	0x00	0x04	0x3C	0x4C	108.0000	0.3750	432.0000	1.5000
228591504	793720	0x08	0x00	0x04	0x3F	0x4C	108.0000	0.3750	432.0000	1.5000
229385224	1322868	0x08	0x00	0x04	0x35	0x4B	108.3750	0.6250	433.5000	2.5000
229385224	1322868	0x08	0x00	0x04	0x38	0x4B	108.3750	0.6250	433.5000	2.5000
229385224	1322868	0x08	0x00	0x04	0x3A	0x4B	108.3750	0.6250	433.5000	2.5000
229385224	1322868	0x08	0x00	0x04	0x3D	0x4B	108.3750	0.6250	433.5000	2.5000
230708092	793720	0x08	0x00	0x04	0x36	0x4D	109.0000	0.3750	436.0000	1.5000
230708092	793720	0x08	0x00	0x04	0x3A	0x4D	109.0000	0.3750	436.0000	1.5000
230708092	793720	0x08	0x00	0x04	0x3D	0x4D	109.0000	0.3750	436.0000	1.5000
230708092	793720	0x08	0x00	0x04	0x41	0x4D	109.0000	0.3750	436.0000	1.5000
231501812	1587441	0x08	0x00	0x04	0x36	0x4C	109.3750	0.7500	437.5000	3.0000
231501812	1587441	0x08	0x00	0x04	0x38	0x4C	109.3750	0.7500	437.5000	3.0000
231501812	1587441	0x08	0x00	0x04	0x3C	0x4C	109.3750	0.7500	437.5000	3.0000
231501812	1587441	0x08	0x00	0x04	0x3F	0x4C	109.3750	0.7500	437.5000	3.0000
233089253	264574	0x08	0x00	0x04	0x38	0x4D	110.1250	0.1250	440.5000	0.5000
233089253	264574	0x08	0x00	0x04	0x3D	0x4D	110.1250	0.1250	440.5000	0.5000
233089253	264574	0x08	0x00	0x04	0x41	0x4D	110.1250	0.1250	440.5000	0.5000
14022395	132287	0x09	0x06	0x1B	0x31	0x4C	6.6250	0.0625	26.5000	0.2500
14154682	132287	0x09	0x06	0x1B	0x31	0x4C	6.6875	0.0625	26.7500	0.2500
14286969	132286	0x09	0x06	0x1B	0x38	0x56	6.7500	0.0625	27.0000	0.2500
14286969	132286	0x09	0x06	0x1B	0x3D	0x56	6.7500	0.0625	27.0000	0.2500
14419255	132287	0x09	0x06	0x1B	0x38	0x56	6.8125	0.0625	27.2500	0.2500
14419255	132287	0x09	0x06	0x1B	0x3D	0x56	6.8125	0.0625	27.2500	0.2500
14683829	132287	0x09	0x06	0x1B	0x36	0x50	6.9375	0.0625	27.7500	0.2500
14683829	132287	0x09	0x06	0x1B	0x3A	0x50	6.9375	0.0625	27.7500	0.2500
22488747	86813	0x09	0x06	0x1B	0x31	0x4C	10.6250	0.0410	42.5000	0.1641
22575560	89018	0x09	0x06	0x1B	0x35	0x4D	10.6660	0.0421	42.6641	0.1682
22664578	88743	0x09	0x06	0x1B	0x38	0x4E	10.7081	0.0419	42.8323	0.1677
22753321	132286	0x09	0x06	0x1B	0x38	0x51	10.7500	0.0625	43.0000	0.2500
22753321	132286	0x09	0x06	0x1B	0x3D	0x51	10.7500	0.0625	43.0000	0.2500
22885607	132287	0x09	0x06	0x1B	0x38	0x51	10.8125	0.0625	43.2500	0.2500
22885607	132287	0x09	0x06	0x1B	0x3D	0x51	10.8125	0.0625	43.2500	0.2500
23150181	132287	0x09	0x06	0x1B	0x36	0x4C	10.9375	0.0625	43.7500	0.2500
23150181	132287	0x09	0x06	0x1B	0x3A	0x4C	10.9375	0.0625	43.7500	0.2500
40479745	264574	0x09	0x06	0x1B	0x38	0x4C	19.1250	0.1250	76.5000	0.5000
40876605	264574	0x09	0x06	0x1B	0x38	0x4C	19.3125	0.1250	77.2500	0.5000
41141179	132287	0x09	0x06	0x1B	0x38	0x4C	19.4375	0.0625	77.7500	0.2500
41538039	264574	0x09	0x06	0x1B	0x38	0x4C	19.6250	0.1250	78.5000	0.5000
41934899	264574	0x09	0x06	0x1B	0x38	0x4C	19.8125	0.1250	79.2500	0.5000
42199473	132287	0x09	0x06	0x1B	0x38	0x4C	19.9375	0.0625	79.7500	0.2500
42596333	264574	0x09	0x06	0x1B	0x38	0x4C	20.1250	0.1250	80.5000	0.5000
42993193	264574	0x09	0x06	0x1B	0x38	0x4C	20.3125	0.1250	81.2500	0.5000
43257767	132287	0x09	0x06	0x1B	0x38	0x4C	20.4375	0.0625	81.7500	0.2500
43654627	264574	0x09	0x06	0x1B	0x38	0x4C	20.6250	0.1250	82.5000	0.5000
44051487	264574	0x09	0x06	0x1B	0x38	0x4C	20.8125	0.1250	83.2500	0.5000
44316061	132287	0x09	0x06	0x1B	0x38	0x4C	20.9375	0.0625	83.7500	0.2500
44712921	264574	0x09	0x06	0x1B	0x38	0x4C	21.1250	0.1250	84.5000	0.5000
45109781	264574	0x09	0x06	0x1B	0x38	0x4C	21.3125	0.1250	85.2500	0.5000
45374355	132287	0x09	0x06	0x1B	0x38	0x4C	21.4375	0.0625	85.7500	0.2500
45771215	264574	0x09	0x06	0x1B	0x38	0x4C	21.6250	0.1250	86.5000	0.5000
46168075	264574	0x09	0x06	0x1B	0x38	0x4C	21.8125	0.1250	87.2500	0.5000
46432649	132287	0x09	0x06	0x1B	0x38	0x4C	21.9375	0.0625	87.7500	0.2500
